District,Upazilla,Union/Area,POP,Router,Vendor,Port,Description
Khulna,Paikgacha,Paikgacha,Paikgacha,Paikgacha_CiTRANS_R835E,Fiberhome,GE0/7/7,
Khulna,Paikgacha,Paikgacha,Paikgacha,Paikgacha_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/1,to KLA-DBR-NE40E-111 GE3/1/7
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/2,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/3,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/4,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/5,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/6,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/7,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/2/8,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/1,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/2,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/3,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/4,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/5,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/6,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/7,
Khulna,Terokhada,Terokhada,Terokhada,Terokhada_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/1,to KLA-DBR-NE40E-111 GE3/1/7
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/2,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/3,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/4,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/5,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/6,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/7,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/2/8,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/1,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/2,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/3,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/4,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/5,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/6,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/7,
Narail,Kalia,Kalia,Kalia,Kalia_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE0/0/0,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/1,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/2,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/3,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/4,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/5,** Test for ITC ...
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/6,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/7,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/8,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/9,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/10,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/0/11,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/0,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/1,<<FiberHome_MSPP>>
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/2,to-Jesso-DSL-MA5...
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/3,to KLA_DBR_NE40E_111 Gi2/1/3
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/4,TO_Narail-AR-NE40-142 GE1/1/3
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/5,to BTCL_xDSL_Jes_S9312 G2/0/5
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/6,to Benapole_S3552 GE1/7/6
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/7,
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/8,kt_DSLAM_central new
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/10,dhaka-backup
Jessore,Sadar,Jessore,Jessore,Jesso-AR-NE40-117,Huawei,GE1/1/11,
,,,,,,,
,,,,,,,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/1,to Jesso-AR-NE40-117 GE1/1/1
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/2,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/3,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/4,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/5,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/6,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/7,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/2/8,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/1,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/2,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/3,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/4,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/5,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/6,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/7,
Jessore,bagherpara,bagherpara,bagherpara,bagherpara_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/1,to Jesso-AR-NE40-117 GE1/1/1
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/2,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/3,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/4,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/5,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/6,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/7,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/2/8,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/1,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/2,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/3,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/4,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/5,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/6,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/7,
Jessore,chowgacha,chowgacha,chowgacha,chowgacha_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/1,to Jesso-AR-NE40-117 GE1/1/1
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/2,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/3,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/4,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/5,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/6,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/7,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/2/8,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/1,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/2,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/3,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/4,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/5,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/6,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/7,
Jessore,keshabpur,keshabpur,keshabpur,keshabpur_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/1,to Jesso-AR-NE40-117 GE1/1/1
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/2,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/3,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/4,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/5,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/6,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/7,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/2/8,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/1,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/2,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/3,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/4,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/5,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/6,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/7,
Jessore,monirampur,monirampur,monirampur,monirampur_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/0,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/1,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/2,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/3,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/4,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/5,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/6,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/7,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/8,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/9,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/10,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/0/11,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/0,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/1,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/2,TO-Narai-DSL-MA5...
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/3,to Jesso-AR-NE40-117 GE1/1/4
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/4,to Narail_CX_300 GE1/0/1
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/5,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/6,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/7,<<FiberHome_MSPP>>
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/8,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/9,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/10,
Narail,sadar,narail,narail,Narail-AR-NE40-142,huawei,GE1/1/11,
,,,,,,,
,,,,,,,
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/0,to KLA_DBR_NE40E GE3/1/1
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/1,to Piroj-AR-NE40E-X3-145 GE1/1/0
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/2,to Bagerhat-9303 GE1/0/10
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/3,
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/4,to Bager-DSLAM1
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/5,
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/6,
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/7,<FiberHome_MSPP>>
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/8,
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/9,
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/10,to Bagerhat_ME3400 GE0/16
Bagerhat,sadar,bagerhat,bagerhat,Bager-AR-NE40E-X3-120,Huawei,GE1/1/11,
,,,,,,,
,,,,,,,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/1,to Bager-AR-NE40E-X3-120 GE1/1/7
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/2,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/3,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/4,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/5,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/6,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/7,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/2/8,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/1,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/2,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/3,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/4,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/5,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/6,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/7,
Bagerhat,mongla,mongla,mongla,mongla_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/1,to Bager-AR-NE40E-X3-120 GE1/1/7
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/2,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/3,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/4,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/5,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/6,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/7,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/2/8,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/1,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/2,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/3,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/4,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/5,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/6,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/7,
Bagerhat,chitalmari,chitalmari,chitalmari,chitalmari_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/1,to Bager-AR-NE40E-X3-120 GE1/1/7
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/2,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/3,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/4,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/5,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/6,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/7,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/2/8,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/1,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/2,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/3,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/4,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/5,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/6,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/7,
Bagerhat,sharankhola,sharankhola,sharankhola,sharankhola_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/1,to Bager-AR-NE40E-X3-120 GE1/1/7
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/2,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/3,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/4,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/5,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/6,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/7,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/2/8,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/1,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/2,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/3,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/4,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/5,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/6,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/7,
Bagerhat,rampal,rampal,rampal,rampal_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/1,to Bager-AR-NE40E-X3-120 GE1/1/7
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/2,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/3,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/4,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/5,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/6,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/7,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/2/8,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/1,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/2,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/3,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/4,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/5,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/6,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/7,
Bagerhat,mollahat,mollahat,mollahat,mollahat_CiTRANS_R835E,Fiberhome,GE0/7/8,
,,,,,,,
,,,,,,,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/1,to Bager-AR-NE40E-X3-120 GE1/1/7
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/2,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/3,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/4,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/5,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/6,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/7,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/2/8,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/7/1,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/7/2,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/7/3,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/7/4,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/7/5,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/7/6,
Bagerhat,kachua,kachua,kachua,kachua_CiTRANS_R835E,Fiberhome,GE0/7/7,
